"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","mailingaddress","businessaddress","url"
"NBR","Nabors Industries Ltd.",5.97,"$2.13B",NA,"Energy","Oil & Gas Production","NYSE","P O BOX HM3349,,HAMILTON, HMPX D0 0000","CROWN HOUSE,4 PAR-LA-VILLE ROADSECOND FLOOR,,HAMILTON, HM08 D0 0000,2464219471","https://www.sec.gov//Archives/edgar/data/1163739/000155837018001382/nbr-20171231x10k.htm"
"NC","NACCO Industries, Inc.",30.45,"$211.45M",NA,"Consumer Durables","Consumer Electronics/Appliances","NYSE","5875 LANDERBROOK DR,,CLEVELAND OH 44124","5875 LANDERBROOK DR,SUITE 220,,CLEVELAND OH 44124-4069,4402295123","https://www.sec.gov//Archives/edgar/data/789933/000078993318000019/nc201710k.htm"
"NCI","Navigant Consulting, Inc.",21.44,"$964.9M",NA,"Consumer Services","Professional Services","NYSE","150 NORTH RIVERSIDE PLAZA,SUITE 2100,,CHICAGO IL 60606","150 NORTH RIVERSIDE PLAZA,SUITE 2100,,CHICAGO IL 60606,312-573-5650","https://www.sec.gov//Archives/edgar/data/1019737/000156459018003055/nci-10k_20171231.htm"
"NCR","NCR Corporation",25.79,"$3.04B",NA,"Miscellaneous","Office Equipment/Supplies/Services","NYSE","864 SPRING STREET NW,,ATLANTA GA 30309","864 SPRING STREET NW,,ATLANTA GA 30309,9374455000","https://www.sec.gov//Archives/edgar/data/70866/000007086618000010/ncr-20171231x10k.htm"
"NCS","NCI Building Systems, Inc.",14.11,"$934.14M",NA,"Capital Goods","Metal Fabrications","NYSE","10943 NORTH SAM HOUSTON PARKWAY WEST,,HOUSTON TX 77064","10943 NORTH SAM HOUSTON PARKWAY WEST,,HOUSTON TX 77064,2818977788","https://www.sec.gov//Archives/edgar/data/883902/000088390217000049/ncs2017102910-k.htm"
"NE","Noble Corporation",6.31,"$1.56B",NA,"Energy","Oil & Gas Production","NYSE","DEVONSHIRE HOUSE,1 MAYFAIR PLACE,,LONDON X0 W1J8AJ","DEVONSHIRE HOUSE,1 MAYFAIR PLACE,,LONDON X0 W1J8AJ,44 20 3008 7597","https://www.sec.gov//Archives/edgar/data/1169055/000162828018002128/noblecorpplc-201710xk.htm"
"NEM","Newmont Mining Corporation",32.19,"$17.17B",NA,"Basic Industries","Precious Metals","NYSE","6363 SOUTH FIDDLERS GREEN CIRCLE,,GREENWOOD VILLAGE CO 80111","6363 SOUTH FIDDLERS GREEN CIRCLE,,GREENWOOD VILLAGE CO 80111,303-863-7414","https://www.sec.gov//Archives/edgar/data/1164727/000155837018000894/nem-20171231x10k.htm"
"NEU","NewMarket Corporation",381,"$4.36B",NA,"Basic Industries","Major Chemicals","NYSE","330 S FOURTH ST,PO BOX 2189,,RICHMOND VA 23218-2189","330 S FOURTH ST,PO BOX 2189,,RICHMOND VA 23218-2189,804-788-5000","https://www.sec.gov//Archives/edgar/data/1282637/000128263718000004/neu-2017123110k.htm"
"NEWM","New Media Investment Group Inc.",16.06,"$968.31M",2014,"Consumer Services","Newspapers/Magazines","NYSE","1345 AVENUE OF THE AMERICAS,,NEW YORK NY 10105","1345 AVENUE OF THE AMERICAS,,NEW YORK NY 10105,(212) 479-5312","https://www.sec.gov//Archives/edgar/data/1579684/000157968418000003/newm-20171231x10k.htm"
"NEWR","New Relic, Inc.",84.1,"$4.75B",2014,"Technology","Computer Software: Prepackaged Software","NYSE","188 SPEAR STREET, STE. 1200,,SAN FRANCISCO CA 94105","188 SPEAR STREET, STE. 1200,,SAN FRANCISCO CA 94105,650-777-7600","https://www.sec.gov//Archives/edgar/data/1448056/000144805618000016/newr10k3312018.htm"
"NFG","National Fuel Gas Company",58.24,"$5.01B",NA,"Public Utilities","Oil/Gas Transmission","NYSE","6363 MAIN STREET,6363 MAIN STREET,,WILLIAMSVILLE NY 14221-5887","6363 MAIN STREET,,WILLIAMSVILLE NY 14221-5887,716-857-7000","https://www.sec.gov//Archives/edgar/data/70145/000007014517000054/nfg-2017930x10k.htm"
"NFX","Newfield Exploration Company",23.62,"$4.72B",1993,"Energy","Oil & Gas Production","NYSE","4 WATERWAY SQUARE PLACE,SUITE 100,,THE WOODLANDS TX 77380","4 WATERWAY SQUARE PLACE,SUITE 100,,THE WOODLANDS TX 77380,281-210-5100","https://www.sec.gov//Archives/edgar/data/912750/000091275018000004/nfx201710-k.htm"
"NGL","NGL ENERGY PARTNERS LP",11.68,"$1.43B",2011,"Energy","Oil Refining/Marketing","NYSE","6120 S. YALE,SUITE 805,,TULSA OK 74136","6120 S. YALE,SUITE 805,,TULSA OK 74136,918.481.1119","https://www.sec.gov//Archives/edgar/data/1504461/000150446118000024/ngl-033118x10k.htm"
"NGS","Natural Gas Services Group, Inc.",19.19,"$251.13M",2002,"Energy","Oilfield Services/Equipment","NYSE","508 WEST WALL STREET,SUITE 550,,MIDLAND TX 79701","508 WEST WALL STREET,SUITE 550,,MIDLAND TX 79701,432-262-2700","https://www.sec.gov//Archives/edgar/data/1084991/000108499118000011/ngs-2017x10k.htm"
"NGVC","Natural Grocers by Vitamin Cottage, Inc.",17.93,"$401M",2012,"Consumer Services","Food Chains","NYSE","12612 W. ALAMEDA PARKWAY,,LAKEWOOD CO 80228","12612 W. ALAMEDA PARKWAY,,LAKEWOOD CO 80228,877-986-4600","https://www.sec.gov//Archives/edgar/data/1547459/000143774917020347/ngvc20170930_10k.htm"
"NGVT","Ingevity Corporation",88.63,"$3.73B",2016,"Basic Industries","Major Chemicals","NYSE","5255 VIRGINIA AVENUE,,NORTH CHARLESTON SC 29406","5255 VIRGINIA AVENUE,,NORTH CHARLESTON SC 29406,8437402300","https://www.sec.gov//Archives/edgar/data/1653477/000165347718000008/a201710-kdoc.htm"
"NI","NiSource, Inc",25.4,"$9.22B",NA,"Public Utilities","Power Generation","NYSE","801 EAST 86TH AVE,,MERRILLVILLE IN 46410-6272","801 EAST 86TH AVE,,MERRILLVILLE IN 46410-6272,2196475200","https://www.sec.gov//Archives/edgar/data/1111711/000111171118000008/ni-20171231x10k.htm"
"NINE","Nine Energy Service, Inc.",37.35,"$938.68M",2018,"Energy","Oilfield Services/Equipment","NYSE","2001 KIRBY DRIVE,SUITE 200,,HOUSTON TX 77019","2001 KIRBY DRIVE,SUITE 200,,HOUSTON TX 77019,(713) 227-7888","https://www.sec.gov//Archives/edgar/data/1532286/000156459018007130/nine-10k_20171231.htm"
"NKE","Nike, Inc.",74.21,"$117.85B",NA,"Consumer Non-Durables","Shoe Manufacturing","NYSE","ONE BOWERMAN DR,,BEAVERTON OR 97005-6453","ONE BOWERMAN DR,,BEAVERTON OR 97005-6453,5036713173","https://www.sec.gov//Archives/edgar/data/320187/000032018718000142/nke-5312018x10k.htm"
"NL","NL Industries, Inc.",5.65,"$275.31M",NA,"Basic Industries","Major Chemicals","NYSE","5430 LBJ FREEWAY,SUITE 1700,,DALLAS TX 75240-2697","5430 LBJ FREEWAY,SUITE 1700,,DALLAS TX 75240-2697,972-233-1700","https://www.sec.gov//Archives/edgar/data/72162/000156459018005298/nl-10k_20171231.htm"
"NLSN","Nielsen N.V.",26.95,"$9.57B",2011,"Miscellaneous","Business Services","NYSE","85 BROAD STREET,,NEW YORK NY 10004","85 BROAD STREET,,NEW YORK NY 10004,(646) 654-5000","https://www.sec.gov//Archives/edgar/data/1492633/000156459018001617/nlsnnv-10k_20171231.htm"
"NLY","Annaly Capital Management Inc",9.96,"$12.98B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","1211 AVENUE OF THE AMERICAS,,NEW YORK NY 10036","1211 AVENUE OF THE AMERICAS,,NEW YORK NY 10036,212 696 0100","https://www.sec.gov//Archives/edgar/data/1043219/000162828018001815/a2017nly10-k.htm"
"NMFC","New Mountain Finance Corporation",13.19,"$1B",2011,NA,NA,"NYSE","787 SEVENTH AVENUE, 48TH FLOOR,,NEW YORK NY 10019","787 SEVENTH AVENUE, 48TH FLOOR,,NEW YORK NY 10019,(212) 720-0300","https://www.sec.gov//Archives/edgar/data/1496099/000149609918000002/nmfc-12312017x10k.htm"
"NNI","Nelnet, Inc.",56,"$2.28B",2003,"Finance","Finance: Consumer Services","NYSE","121 SOUTH 13TH ST,STE 201,,LINCOLN NE 68508","121 SOUTH 13TH ST,STE 201,,LINCOLN NE 68508,402-458-2370","https://www.sec.gov//Archives/edgar/data/1258602/000125860218000021/nni-123117x10k.htm"
"NNN","National Retail Properties",45.76,"$7.18B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","450 SOUTH ORANGE AVE,SUITE 900,,ORLANDO FL 32801","450 S ORANGE AVE,SUITE 900,,ORLANDO FL 32801,407-666-7348","https://www.sec.gov//Archives/edgar/data/751364/000075136418000024/nnn-20171231x10k.htm"
"NOC","Northrop Grumman Corporation",307.67,"$53.57B",NA,"Capital Goods","Industrial Machinery/Components","NYSE","2980 FAIRVIEW PARK DRIVE,C/O NORTHROP GRUMMAN CORP,,FALLS CHURCH VA 22042","2980 FAIRVIEW PARK DRIVE,C/O NORTHROP GRUMMAN CORP,,FALLS CHURCH VA 22042,703-280-2900","https://www.sec.gov//Archives/edgar/data/1133421/000113342118000005/noc-12312017x10k.htm"
"NOV","National Oilwell Varco, Inc.",40.4,"$15.46B",NA,"Energy","Metal Fabrications","NYSE","7909 PARKWOOD CIRCLE DR,,HOUSTON TX 77036","7909 PARKWOOD CIRCLE DR,,HOUSTON TX 77036,713-375-3700","https://www.sec.gov//Archives/edgar/data/1021860/000119312518048333/d495377d10k.htm"
"NOW","ServiceNow, Inc.",177.15,"$31.51B",2012,"Technology","Computer Software: Prepackaged Software","NYSE","2225 LAWSON LANE,,SANTA CLARA CA 95054","2225 LAWSON LANE,,SANTA CLARA CA 95054,408-501-8550","https://www.sec.gov//Archives/edgar/data/1373715/000137371518000058/now-20171231x10k.htm"
"NP","Neenah, Inc.",78.5,"$1.32B",NA,"Basic Industries","Paper","NYSE","3460 PRESTON RIDGE ROAD,,ALPHARETTA GA 30005","3460 PRESTON RIDGE ROAD,,ALPHARETTA GA 30005,678-566-6500","https://www.sec.gov//Archives/edgar/data/1296435/000129643518000049/np2017123110kdoc.htm"
"NPK","National Presto Industries, Inc.",123.78,"$863.79M",NA,"Capital Goods","Ordnance And Accessories","NYSE","3925 N HASTINGS WAY,,EAU CLAIRE WI 54703","3925 N HASTINGS WAY,,EAU CLAIRE WI 54703,7158392121","https://www.sec.gov//Archives/edgar/data/80172/000008017218000011/npk-20171231x10k.htm"
"NPTN","NeoPhotonics Corporation",8.45,"$382.81M",2011,"Technology","Semiconductors","NYSE","2911 ZANKER ROAD,,SAN JOSE CA 95134","2911 ZANKER ROAD,,SAN JOSE CA 951342125,4082329200","https://www.sec.gov//Archives/edgar/data/1227025/000122702518000009/nptn12311710k.htm"
"NR","Newpark Resources, Inc.",9.15,"$828.6M",NA,"Energy","Metal Fabrications","NYSE","9320 LAKESIDE BOULEVARD,SUITE 100,,THE WOODLANDS TX 77381","9320 LAKESIDE BOULEVARD,SUITE 100,,THE WOODLANDS TX 77381,281-362-6800","https://www.sec.gov//Archives/edgar/data/71829/000007182918000021/a2017q410k.htm"
"NRE","NorthStar Realty Europe Corp.",13.25,"$660.02M",2015,"Consumer Services","Real Estate Investment Trusts","NYSE","590 MADISON AVENUE, 34TH FLOOR,,NEW YORK NY 10022","590 MADISON AVENUE, 34TH FLOOR,,NEW YORK NY 10022,212-547-2600","https://www.sec.gov//Archives/edgar/data/1646587/000164658718000006/nre1231201710-k.htm"
"NRG","NRG Energy, Inc.",36.82,"$11.17B",NA,"Public Utilities","Electric Utilities: Central","NYSE","804 CARNEGIE CENTER,-,,PRINCETON NJ 08540","804 CARNEGIE CENTER,-,,PRINCETON NJ 08540,609-524-4500","https://www.sec.gov//Archives/edgar/data/1013871/000101387118000011/nrg201710-k.htm"
"NRP","Natural Resource Partners LP",32.85,"$402.28M",2002,"Energy","Coal Mining","NYSE","1201 LOUISIANA STREET, SUITE 3400,,HOUSTON TX 77002","1201 LOUISIANA STREET, SUITE 3400,,HOUSTON TX 77002,713-751-7507","https://www.sec.gov//Archives/edgar/data/1171486/000117148618000014/a2017form10-k.htm"
"NRZ","New Residential Investment Corp.",17.91,"$6.09B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","1345 Avenue of the Americas,,New York NY 10105","1345 Avenue of the Americas,,New York NY 10105,212-479-3195","https://www.sec.gov//Archives/edgar/data/1556593/000155659318000008/nrz-20171231x10xk.htm"
"NS","Nustar Energy L.P.",26.26,"$2.81B",NA,"Energy","Natural Gas Distribution","NYSE","19003 IH-10 WEST,,SAN ANTONIO TX 78257","19003 IH-10 WEST,,SAN ANTONIO TX 78257,(210) 918-2000","https://www.sec.gov//Archives/edgar/data/1110805/000111080518000004/ns201710-k.htm"
"NSA","National Storage Affiliates Trust",25.72,"$1.45B",2015,"Consumer Services","Real Estate Investment Trusts","NYSE","5200 DTC PARKWAY,SUITE 200,,GREENWOOD VILLAGE CO 80111","5200 DTC PARKWAY,SUITE 200,,GREENWOOD VILLAGE CO 80111,720-630-2600","https://www.sec.gov//Archives/edgar/data/1618563/000161856318000015/nsa-20171231x10k.htm"
"NSC","Norfolk Souther Corporation",163.92,"$45.9B",NA,"Transportation","Railroads","NYSE","THREE COMMERCIAL PL,,NORFOLK VA 23510-2191","THREE COMMERCIAL PL,,NORFOLK VA 23510-2191,7576292680","https://www.sec.gov//Archives/edgar/data/702165/000070216518000011/nsc1231201710-knew.htm"
"NSP","Insperity, Inc.",107.6,"$4.51B",NA,"Technology","Professional Services","NYSE","19001 CRESCENT SPRINGS DR,,KINGWOOD TX 77339","19001 CRESCENT SPRINGS DR,,KINGWOOD TX 77339,7133588986","https://www.sec.gov//Archives/edgar/data/1000753/000100075318000015/a12312017-documentx10k.htm"
"NTG","Tortoise MLP Fund, Inc.",15.67,"$742.8M",2010,NA,NA,"NYSE","11210 EQUITY DRIVE, SUITE 100,,HOUSTON TX 77041","11210 EQUITY DRIVE, SUITE 100,,HOUSTON TX 77041,713-849-7500","https://www.sec.gov//Archives/edgar/data/1057693/000119312509042688/d10k.htm"
"NVR","NVR, Inc.",2170,"$7.8B",NA,"Capital Goods","Homebuilding","NYSE","11700 PLAZA AMERICA DR.,SUITE 500,,RESTON VA 20190","11700 PLAZA AMERICA DR.,SUITE 500,,RESTON VA 20190,7039564000","https://www.sec.gov//Archives/edgar/data/906163/000090616318000007/a201710-k.htm"
"NVRO","Nevro Corp.",50.3,"$1.51B",2014,"Health Care","Medical/Dental Instruments","NYSE","1800 BRIDGE PARKWAY,,REDWOOD CITY CA 94065","1800 BRIDGE PARKWAY,,REDWOOD CITY CA 94065,650-251-0005","https://www.sec.gov//Archives/edgar/data/1444380/000156459018002905/nvro-10k_20171231.htm"
"NVTA","Invitae Corporation",12.86,"$887.96M",2015,"Health Care","Medical Specialities","NYSE","1400 16TH STREET,,SAN FRANCISCO CA 94103","1400 16TH STREET,,SAN FRANCISCO CA 94103,(415) 374-7782","https://www.sec.gov//Archives/edgar/data/1501134/000156459018004430/nvta-10k_20171231.htm"
"NWHM","New Home Company Inc. (The)",6.79,"$141.61M",2014,"Capital Goods","Homebuilding","NYSE","85 ENTERPRISE STE 450,,ALISO VIEJO CA 92656","85 ENTERPRISE STE 450,,ALISO VIEJO CA 92656,9493827800","https://www.sec.gov//Archives/edgar/data/1574596/000157459618000023/nwhm10-k_q4x17.htm"
"NWL","Newell Brands Inc.",16.95,"$8.01B",NA,"Consumer Non-Durables","Plastic Products","NYSE","221 RIVER STREET,,HOBOKEN NJ 07030","221 RIVER STREET,,HOBOKEN NJ 07030,770.418.7000","https://www.sec.gov//Archives/edgar/data/814453/000119312518067603/d494599d10k.htm"
"NWN","Northwest Natural Holding Company",70.67,"$2.04B",NA,"Public Utilities","Oil/Gas Transmission","NYSE","220 NW SECOND AVENUE,,PORTLAND OR 97209","ONE PACIFIC SQUARE,220 NW SECOND AVE,,PORTLAND OR 97209,5032264211","https://www.sec.gov//Archives/edgar/data/73020/000007302018000008/form10-k2017.htm"
"NWY","New York & Company, Inc.",3.45,"$223.32M",2004,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE","330 WEST 34TH STREET - 9TH FLOOR,,NEW YORK NY 10001","330 WEST 34TH STREET - 9TH FLOOR,,NEW YORK NY 10001,212-884-2110","https://www.sec.gov//Archives/edgar/data/1211351/000104746918002894/a2234126z10-k.htm"
"NX","Quanex Building Products Corporation",16.07,"$534.57M",NA,"Capital Goods","Metal Fabrications","NYSE","1800 WEST LOOP SOUTH,SUITE 1500,,HOUSTON TX 77027","1800 WEST LOOP SOUTH,SUITE 1500,,HOUSTON TX 77027,7139614600","https://www.sec.gov//Archives/edgar/data/1423221/000142322117000018/nx1031201710-k.htm"
"NXRT","NexPoint Residential Trust, Inc.",34.26,"$710.8M",2015,"Consumer Services","Real Estate Investment Trusts","NYSE","300 CRESCENT COURT,SUITE 700,,DALLAS TX 75201","300 CRESCENT COURT,SUITE 700,,DALLAS TX 75201,972-628-4100","https://www.sec.gov//Archives/edgar/data/1620393/000156459018002112/nxrt-10k_20171231.htm"
"NYCB","New York Community Bancorp, Inc.",9.81,"$4.81B",NA,"Finance","Banks","NYSE","615 MERRICK AVE,,WESTBURY NY 11590","615 MERRICK AVE,,WESTBURY NY 11590,7183596400","https://www.sec.gov//Archives/edgar/data/910073/000119312518068029/d517828d10k.htm"
"NYT","New York Times Company (The)",26.53,"$4.37B",NA,"Consumer Services","Newspapers/Magazines","NYSE","620 EIGHTH AVENUE,,NEW YORK NY 10018","620 EIGHTH AVENUE,,NEW YORK NY 10018,2125561234","https://www.sec.gov//Archives/edgar/data/71691/000007169118000004/a201710-k_q4project.htm"
"O","Realty Income Corporation",58.5,"$16.97B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","11995 EL CAMINO REAL,,SAN DIEGO CA 92130","11995 EL CAMINO REAL,,SAN DIEGO CA 92130,8582845000","https://www.sec.gov//Archives/edgar/data/726728/000110465918011376/a18-1096_110k.htm"
"OAK","Oaktree Capital Group, LLC",42.52,"$6.68B",2012,"Finance","Investment Managers","NYSE","333 SOUTH GRAND AVENUE,28TH FLOOR,,LOS ANGELES CA 90071","333 SOUTH GRAND AVENUE,28TH FLOOR,,LOS ANGELES CA 90071,(213) 830-6300","https://www.sec.gov//Archives/edgar/data/1403528/000140352818000009/a201710-kdoc.htm"
"OAS","Oasis Petroleum Inc.",12.23,"$3.89B",2010,"Energy","Oil & Gas Production","NYSE","1001 FANNIN STREET,SUITE 1500,,HOUSTON TX 77002","1001 FANNIN STREET,SUITE 1500,,HOUSTON TX 77002,281-404-9500","https://www.sec.gov//Archives/edgar/data/1486159/000148615918000010/oas-12312017x10k.htm"
"OC","Owens Corning Inc",48.54,"$5.38B",NA,"Capital Goods","Industrial Machinery/Components","NYSE","ONE OWENS CORNING PARKWAY,,TOLEDO OH 43659","ONE OWENS CORNING PARKWAY,,TOLEDO OH 43659,419-248-8000","https://www.sec.gov//Archives/edgar/data/1370946/000137094618000010/oc-20171231x10k.htm"
"OCN","Ocwen Financial Corporation",3.98,"$532.97M",NA,"Finance","Finance: Consumer Services","NYSE","1661 WORTHINGTON ROAD,SUITE 100,,WEST PALM BEACH FL 33409","1661 WORTHINGTON ROAD,SUITE 100,,WEST PALM BEACH FL 33409,561-682-8000","https://www.sec.gov//Archives/edgar/data/873860/000162828018002495/a2017123110k.htm"
"ODC","Oil-Dri Corporation Of America",29.79,"$221.67M",NA,"Consumer Durables","Miscellaneous manufacturing industries","NYSE","410 NORTH MICHIGAN AVENUE,SUITE 400,,CHICAGO IL 60611","410 NORTH MICHIGAN AVENUE,SUITE 400,,CHICAGO IL 60611,3123211515","https://www.sec.gov//Archives/edgar/data/74046/000007404618000046/odc10k7312018.htm"
"OFC","Corporate Office Properties Trust",28.26,"$2.92B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","6711 COLUMBIA GATEWAY DRIVE,SUITE 300,,COLUMBIA MD 21046","6711 COLUMBIA GATEWAY DRIVE,SUITE 300,,COLUMBIA MD 21046,4432855400","https://www.sec.gov//Archives/edgar/data/860546/000086054618000013/copt10kdoc123117.htm"
"OHI","Omega Healthcare Investors, Inc.",32.95,"$6.6B",1992,"Consumer Services","Real Estate Investment Trusts","NYSE","200 INTERNATIONAL CIRCLE,SUITE 3500,,HUNT VALLEY MD 21030","200 INTERNATIONAL CIRCLE,SUITE 3500,,HUNT VALLEY MD 21030,410-427-1700","https://www.sec.gov//Archives/edgar/data/888491/000114420418010511/tv485902_10k.htm"
"OI","Owens-Illinois, Inc.",17.95,"$2.86B",NA,"Consumer Durables","Containers/Packaging","NYSE","ONE MICHAEL OWENS WAY,,PERRYSBURG OH 43551-2999","ONE MICHAEL OWENS WAY,,PERRYSBURG OH 43551-2999,5673365000","https://www.sec.gov//Archives/edgar/data/812074/000155837018000669/oi-20171231x10k.htm"
"OIS","Oil States International, Inc.",27.1,"$1.63B",2001,"Energy","Metal Fabrications","NYSE","THREE ALLEN CENTER,333 CLAY STREET, SUITE 4620,,HOUSTON TX 77002","THREE ALLEN CENTER,333 CLAY STREET, SUITE 4620,,HOUSTON TX 77002,713-652-0582","https://www.sec.gov//Archives/edgar/data/1121484/000112148418000022/ois20171231_10k.htm"
"OLN","Olin Corporation",22.39,"$3.74B",NA,"Basic Industries","Major Chemicals","NYSE","OLIN CORP,190 CARONDELET PLAZA SUITE 1530,,CLAYTON MO 63105","OLIN CORP,190 CARONDELET PLAZA SUITE 1530,,CLAYTON MO 63105,3144801400","https://www.sec.gov//Archives/edgar/data/74303/000007430318000007/oln-2017x1231x10xk.htm"
"OLP","One Liberty Properties, Inc.",25.46,"$491.08M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","60 CUTTER MILL ROAD,SUITE 303,,GREAT NECK NY 11021-3190","60 CUTTER MILL RD,SUITE 303,,GREAT NECK NY 11021-3190,5164663100","https://www.sec.gov//Archives/edgar/data/712770/000104746918001632/a2234050z10-k.htm"
"OMC","Omnicom Group Inc.",77.07,"$17.27B",NA,"Technology","Advertising","NYSE","437 MADISON AVE,,NEW YORK NY 10022","437 MADISON AVE,,NEW YORK NY 10022,2124153600","https://www.sec.gov//Archives/edgar/data/29989/000002998918000004/a2017q410-k.htm"
"OMF","OneMain Holdings, Inc.",30.11,"$4.09B",2013,"Finance","Finance: Consumer Services","NYSE","601 N.W. SECOND STREET,,EVANSVILLE IN 47708","601 N.W. SECOND STREET,,EVANSVILLE IN 47708,(812) 424-8031","https://www.sec.gov//Archives/edgar/data/1584207/000158420718000009/omh-20171231x10k.htm"
"OMI","Owens & Minor, Inc.",14.99,"$934.15M",NA,"Health Care","Medical Specialities","NYSE","9120 LOCKWOOD BLVD,,MECHANICSVILLE VA 23116","9120 LOCKWOOD BLVD,,MECHANICSVILLE VA 23116,8047237000","https://www.sec.gov//Archives/edgar/data/75252/000007525218000042/omi1231201710k.htm"
"OMN","OMNOVA Solutions Inc.",8.63,"$387.3M",NA,"Basic Industries","Specialty Chemicals","NYSE","25435 HARVARD RD,,BEACHWOOD OH 44122","25435 HARVARD RD,,BEACHWOOD OH 44122,2166827000","https://www.sec.gov//Archives/edgar/data/1090061/000109006118000010/omn-20171130x10k.htm"
"OMP","Oasis Midstream Partners LP",22.55,"$620.78M",2017,"Energy","Oil & Gas Production","NYSE","1001 FANNIN ST, STE 1500,,HOUSTON TX 77002","1001 FANNIN ST, STE 1500,,HOUSTON TX 77002,281-404-9500","https://www.sec.gov//Archives/edgar/data/1652133/000165213318000009/omp12312017-10xk.htm"
"ONDK","On Deck Capital, Inc.",6.97,"$520.32M",2014,"Finance","Finance: Consumer Services","NYSE","1400 BROADWAY,25TH FLOOR,,New York ny 10018","1400 BROADWAY,25TH FLOOR,,New York ny 10018,888-269-4246","https://www.sec.gov//Archives/edgar/data/1420811/000142081118000028/ondk-20171231x10k.htm"
"OOMA","Ooma, Inc.",14.68,"$290.66M",2015,"Technology","EDP Services","NYSE","525 ALMANOR AVENUE,SUITE 200,,SUNNYVALE CA 94085","525 ALMANOR AVENUE,SUITE 200,,SUNNYVALE CA 94085,6505666610","https://www.sec.gov//Archives/edgar/data/1327688/000156459018007302/ooma-10k_20180131.htm"
"OPY","Oppenheimer Holdings, Inc.",29.2,"$387.19M",NA,"Finance","Investment Bankers/Brokers/Service","NYSE","85 BROAD STREET,22ND FLOOR,,NEW YORK NY 10004","85 BROAD STREET,22ND FLOOR,,NEW YORK NY 10004,(212) 825-4331","https://www.sec.gov//Archives/edgar/data/791963/000079196318000005/opy-12312017x10k.htm"
"ORA","Ormat Technologies, Inc.",51.64,"$2.61B",2004,"Public Utilities","Electric Utilities: Central","NYSE","6225 NEIL ROAD, SUITE 300,,RENO NV 89511-1136","6225 NEIL ROAD, SUITE 300,,RENO NV 89511-1136,775-356-9029","https://www.sec.gov//Archives/edgar/data/1296445/000143774918004850/ora20171231_10k.htm"
"ORCL","Oracle Corporation",47.59,"$180.3B",1986,"Technology","Computer Software: Prepackaged Software","NYSE","500 ORACLE PARKWAY,MAIL STOP 5 OP 7,,REDWOOD CITY CA 94065","500 ORACLE PARKWAY,MAIL STOP 5 OP 7,,REDWOOD CITY CA 94065,6505067000","https://www.sec.gov//Archives/edgar/data/1341439/000119312518201034/d568983d10k.htm"
"ORN","Orion Group Holdings, Inc.",5.91,"$170.75M",NA,"Basic Industries","Military/Government/Technical","NYSE","12000 AEROSPACE SUITE 300,,Houston TX 77034","12000 AEROSPACE SUITE 300,,Houston TX 77034,713-852-6500","https://www.sec.gov//Archives/edgar/data/1402829/000140282918000003/orn1231201710-kdoc.htm"
"OSG","Overseas Shipholding Group, Inc.",3.29,"$278.21M",2015,"Transportation","Marine Transportation","NYSE","TWO HARBOUR PLACE,302 KNIGHTS RUN AVENUE, SUITE 1200,,TAMPA FL 33763","TWO HARBOUR PLACE,302 KNIGHTS RUN AVENUE, SUITE 1200,,TAMPA FL 33763,8132090600","https://www.sec.gov//Archives/edgar/data/75208/000007520818000021/osg-12312017x10k.htm"
"OSK","Oshkosh Corporation",58.56,"$4.28B",NA,"Capital Goods","Auto Manufacturing","NYSE","2307 OREGON ST P O BOX 2566,2307 OREGON ST P O BOX 2566,,OSHKOSH WI 54903","2307 OREGON ST,P O BOX 2566,,OSHKOSH WI 54903,920 235 9151","https://www.sec.gov//Archives/edgar/data/775158/000077515817000172/osk10k93017.htm"
"OXY","Occidental Petroleum Corporation",72.18,"$55.2B",NA,"Energy","Oil & Gas Production","NYSE","5 GREENWAY PLAZA,SUITE 110,,HOUSTON TX 77046","5 GREENWAY PLAZA,SUITE 110,,HOUSTON TX 77046,7132157000","https://www.sec.gov//Archives/edgar/data/797468/000079746818000005/oxy10k12-31x2017.htm"
"OZM","Och-Ziff Capital Management Group LLC",1.38,"$683.45M",2007,"Finance","Investment Managers","NYSE","9 WEST 57TH STREET SUITE 1300,,NEW YORK NY 10019","9 WEST 57TH STREET SUITE 1300,,NEW YORK NY 10019,(212)790-0000","https://www.sec.gov//Archives/edgar/data/1403256/000140325618000053/ozm-10xkx4q2017.htm"
"PAA","Plains All American Pipeline, L.P.",24.17,"$17.54B",1998,"Energy","Natural Gas Distribution","NYSE","333 CLAY STREET,SUITE 1600,,HOUSTON TX 77002","333 CLAY STREET,SUITE 1600,,HOUSTON TX 77002,7136544100","https://www.sec.gov//Archives/edgar/data/1070423/000107042318000006/paa201710-k.htm"
